19/06 00:31:00 FINE sim.Admin|Log for simulation 1 started
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 1.7190707997484204E-9
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 4.481628557183968E-8
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0034994518244774323
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 7.443248341188802E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.004466623488358934
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 2.2344489389743445E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 4.512913303907547E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.003381314198097671
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 8.666961390571092E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 8.75471683242936E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 7.010730837654865E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 1.9966523052384037E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.004655666995239947
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.7629404953121226E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.005788052661353162
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.004539646122905906
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 5.640886384791302E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 1.803026835832279E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.00371359141562549
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 6.092467168393175E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.003394697235574271
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 2.4687115681285915E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 5.168705131066781E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.0016944284477261975
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 6.634060606374331E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 2.0263996126480347E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 4.5242032557083525E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 7.478707293737582E-9
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 6.6484460753393274E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 1.4755170381307534E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0013349454823345238
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.0018664256957635337
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 2.2250942636550094E-8
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 2.3140193296086633E-8
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0011139982196717612
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.002165283169134917
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 1.475935442425043E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 1.5143713063829178E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 6.455508704698208E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 6.266485640200553E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 7.733382621000082E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 7.653162131292751E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 6.174919996244412E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 8.520838916922658E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.755339948195626E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.0030752968465965853
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.005263888408130972
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.004185559623616676
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 5.165374080418238E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 3.97442073016077E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.003712044596164451
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0027723504500012084
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 4.184892526571358E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 9.833961532231297E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 7.173755396975909E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 3.04912955476668E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 6.041745067147853E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 1.3854794810245383E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 4.96009801942056E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 3.655449862415053E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.162156887578804E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 2.482656392157521E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.004688760076882639
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0014334008434220835
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 3.046775609760014E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 2.8648056021457044E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0030301488914867385
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0029193041942792686
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 6.252042386136429E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 7.766291188163193E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
19/06 00:40:00 SEVERE demand.CampaignImpl|Campaign #446947733 impressed while over limit. Current cost: 1.601982059053407E-5 Budget limit: 1.599
19/06 00:40:00 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #446947733 advertiser name: DummyAdnetwork-5
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-5
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-3
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-6
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-7
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-2
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-4
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is adv1
19/06 00:40:00 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #446947733 advertiser name: DummyAdnetwork-5
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is adv1
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-5
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-6
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-4
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-7
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-2
19/06 00:40:00 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-3
19/06 00:40:00 SEVERE demand.CampaignImpl|Campaign #1515367969 impressed while over limit. Current cost: 2.995647338997707 Budget limit: 13.458
19/06 00:40:00 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #1515367969 advertiser name: DummyAdnetwork-6
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1515367969 due to limit. My name is DummyAdnetwork-5
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1515367969 due to limit. My name is DummyAdnetwork-3
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1515367969 due to limit. My name is DummyAdnetwork-6
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1515367969 due to limit. My name is DummyAdnetwork-7
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1515367969 due to limit. My name is DummyAdnetwork-2
